199936,1
200003,1
200006,1
200012,1
200015,1
200018,3
200019,2
200020,1
200022,12
200026,2
200029,1
200031,3
200032,1
200038,4
200039,1
200041,3
200043,3
200044,1
200048,1
200049,5
200050,5
200102,7
200103,1
200104,1
200105,3
200110,2
200111,1
200113,4
200115,1
200117,1
200119,1
200122,1
200123,4
200125,2
200126,7
200128,1
200129,5
200130,3
200131,4
200132,1
200133,1
200134,1
200135,2
200136,4
200137,2
200138,1
200139,2
200140,1
200142,4
200143,2
200146,2
200147,2
200148,2
200149,1
200201,1
200203,2
200205,4
200207,2
200208,2
200210,5
200211,2
200213,1
200214,1
200217,1
200218,3
200220,1
200222,1
200223,2
200225,1
200227,2
200229,2
200230,1
200231,1
200232,3
200233,2
200234,1
200235,1
200236,1
200237,1
200238,3
200239,4
200241,2
200242,2
200243,3
200244,4
200245,7
200246,19
200248,1
200249,4
200250,4
200251,3
200252,1
200301,1
200302,1
200305,4
200306,7
200307,5
200308,6
200309,4
200310,1
200311,2
200312,2
200313,3
200316,2
200318,3
200319,7
200320,1
200321,1
200322,1
200323,3
200324,3
200325,4
200326,3
200327,7
200335,2
200336,8
200337,10
200338,1
200339,2
200340,3
200341,3
200344,1
200347,1
200348,4
200401,1
200402,1
200403,1
200404,1
200405,3
200409,3
200410,7
200412,2
200413,6
200414,1
200415,1
200416,5
200418,4
200419,1
200420,2
200421,2
200422,3
200423,2
200424,1
200425,1
200427,2
200432,1
200433,1
200434,2
200435,1
200436,2
200437,2
200438,1
200439,4
200440,4
200441,4
200443,5
200444,2
200447,3
200448,1
200450,1
200502,3
200504,2
200505,1
200506,2
200508,1
200509,11
200510,3
200511,2
200512,2
200513,2
200516,1
200518,1
200520,7
200522,4
200523,2
200524,1
200525,8
200526,3
200527,5
200528,2
200530,1
200531,3
200532,1
200533,1
200534,3
200535,1
200536,1
200538,3
200542,2
200546,1
200549,4
200550,5
200552,1
200601,2
200602,6
200603,1
200605,4
200606,1
200607,11
200608,2
200610,2
200612,3
200613,1
200614,1
200615,2
200616,1
200617,7
200619,6
200622,1
200623,5
200624,1
200625,1
200628,1
200629,1
200631,1
200632,4
200633,1
200634,2
200641,3
200642,1
200644,1
200645,1
200648,1
200702,1
200703,4
200705,1
200706,1
200707,1
200708,3
200710,1
200711,7
200712,2
200713,1
200716,7
200717,2
200718,1
200719,2
200720,2
200721,1
200722,5
200723,7
200724,10
200725,9
200726,3
200727,9
200728,8
200729,7
200730,10
200731,9
200732,2
200733,10
200734,10
200735,12
200736,12
200737,3
200738,9
200739,4
200740,11
200741,11
200742,1
200743,5
200744,7
200745,4
200747,3
200748,12
200749,6
200750,2
200752,4
200801,5
200802,1
200804,2
200806,1
200820,1
200823,2
200825,1
200827,1
200830,1
200831,1
200834,1
